person_key,event_name,gender,times,dates
1460307,50 FR (SCY),F,"['25.01', '25.34', '24.99', '25.22']","['20130310', '20131215', '20150314', '20161202']"
1460307,200 IM (SCY),F,"['134.3', '136.02', '129.11', '128.27']","['20130111', '20131213', '20150403', '20170128']"
1460307,100 FR (SCY),F,"['54.44', '54.86', '54.61', '53.94']","['20121214', '20131213', '20141214', '20161204']"
1460307,100 FL (SCY),F,"['62.55', '61.37', '58.79', '57.8']","['20121214', '20131213', '20141212', '20170128']"
1460307,100 BR (SCY),F,"['70.64', '71.13', '68.96', '70.37']","['20130307', '20140314', '20150313', '20161203']"
1460357,200 IM (LCM),F,"['142.28', '138.21', '143.48', '145.14']","['20130614', '20140710', '20150214', '20170708']"
1460357,200 BR (LCM),F,"['154.24', '156.53', '161.52', '164.41']","['20130730', '20140806', '20150719', '20170729']"
1460357,100 BR (LCM),F,"['71.94', '72.52', '74.34', '77.56']","['20130718', '20140730', '20150717', '20170730']"
1460357,50 FR (SCY),F,"['23.82', '23.79', '24.02', '24.95']","['20130221', '20140227', '20150306', '20170210']"
1460357,100 FR (LCM),F,"['60.05', '60.72', '62.91', '63.18']","['20130614', '20140426', '20150214', '20170616']"
1460359,200 IM (SCY),M,"['119.82', '114.35', '118.28', '112.82']","['20130126', '20140214', '20141206', '20161203']"
1460359,100 BR (SCY),M,"['61.14', '59.73', '59.38', '56.78']","['20130221', '20140307', '20141205', '20170310']"
1460359,100 FL (SCY),M,"['54.68', '50.39', '50.27', '48.64']","['20121130', '20140307', '20141207', '20170210']"
1460634,200 BR (SCY),F,"['148.13', '148.03', '146.84', '148.83']","['20130315', '20131122', '20150314', '20161203']"
1460634,100 BR (SCY),F,"['68.48', '68.2', '66.35', '68.74']","['20130315', '20140206', '20150205', '20161203']"
1460770,100 FR (SCY),F,"['50.98', '51.05', '50.43', '49.69']","['20140326', '20141108', '20151212', '20171209']"
1460770,50 FR (LCM),F,"['27.27', '26.55', '26.8', '26.24']","['20140717', '20150801', '20160312', '20180302']"
1460770,200 FR (LCM),F,"['127.09', '126.96', '122.72', '122.54']","['20140729', '20150313', '20160311', '20180302']"
1460770,100 FR (LCM),F,"['58.83', '58.04', '57.27', '56.63']","['20140717', '20150214', '20160807', '20180301']"
1460770,100 BK (SCY),F,"['60.83', '61.13', '58.5', '57.65']","['20140326', '20150124', '20151115', '20171118']"
1460770,100 FL (LCM),F,"['63.16', '62.6', '61.34', '60.43']","['20140717', '20150710', '20160722', '20180301']"
1460770,400 IM (SCY),F,"['281.01', '277.39', '279.88', '277.59']","['20140124', '20150123', '20160129', '20171117']"
1460770,100 BK (LCM),F,"['71.75', '70.23', '67.18', '70.47']","['20140627', '20150627', '20160723', '20180310']"
1460770,200 FR (SCY),F,"['111.56', '109.81', '107.7', '106.86']","['20131206', '20141108', '20151211', '20171208']"
1460770,200 FL (SCY),F,"['122.3', '120.66', '127.65', '118.41']","['20140313', '20150301', '20160131', '20180225']"
1460770,400 FR (LCM),F,"['264.89', '265.68', '260.48', '259.43']","['20140729', '20150213', '20160312', '20180608']"
1460770,100 FL (SCY),F,"['55.29', '56.27', '55.59', '54.37']","['20140326', '20150227', '20151211', '20171208']"
1460770,200 FL (LCM),F,"['139.57', '134.13', '134.27', '132.75']","['20140729', '20150730', '20160313', '20180303']"
1460770,50 FR (SCY),F,"['23.65', '23.65', '23.73', '22.92']","['20140326', '20141206', '20151210', '20171207']"
1460770,500 FR (SCY),F,"['296.63', '292.7', '304.93', '286.62']","['20140313', '20141211', '20151114', '20180224']"
1460770,200 IM (SCY),F,"['138.64', '136.31', '132.53', '125.81']","['20131018', '20141115', '20151114', '20171118']"
1460839,500 FR (SCY),M,"['309.35', '300.74', '290.26', '299.49']","['20130307', '20140208', '20141213', '20170209']"
1461230,100 FR (SCY),M,"['53.24', '50.09', '47.65', '47.23']","['20130307', '20140220', '20150307', '20170304']"
1461230,500 FR (SCY),M,"['307.65', '296.17', '287.48', '298.26']","['20130307', '20140220', '20150307', '20161022']"
1461230,200 FR (SCY),M,"['113.67', '108.05', '104.14', '103.25']","['20130307', '20140220', '20150306', '20161119']"
1461786,50 FR (SCY),F,"['25.07', '24.6', '24.0', '23.98']","['20121026', '20131122', '20141211', '20161117']"
1461786,200 FR (SCY),F,"['119.41', '120.53', '120.27', '115.67']","['20121013', '20131122', '20141122', '20161118']"
1461786,100 FR (SCY),F,"['53.57', '54.12', '52.06', '52.23']","['20121026', '20131122', '20141213', '20161119']"
1461868,200 BK (LCM),M,"['143.62', '136.6', '131.3', '137.15', '143.62', '136.6', '139.29', '137.15']","['20130726', '20140717', '20150717', '20170521', '20130726', '20140717', '20160311', '20170521']"
1461868,400 FR (LCM),M,"['278.82', '261.62', '262.2', '272.34']","['20130726', '20140717', '20150328', '20170602']"
1461868,100 BK (LCM),M,"['66.06', '63.75', '61.62', '63.37', '66.06', '63.75', '62.21', '63.37']","['20130726', '20140719', '20150328', '20170722', '20130726', '20140719', '20160312', '20170722']"
1462045,500 FR (SCY),F,"['318.82', '317.77', '316.05', '312.16']","['20121020', '20131019', '20141019', '20161029']"
1462103,100 FL (SCY),F,"['61.83', '62.08', '60.04', '59.54', '61.83', '62.08', '60.04', '59.93', '61.83', '60.45', '62.1', '59.54', '61.83', '60.45', '62.1', '59.93', '61.83', '60.45', '60.04', '59.93', '61.83', '60.45', '60.04', '59.54', '61.83', '62.08', '62.1', '59.54', '61.83', '62.08', '62.1', '59.93']","['20130921', '20140320', '20150320', '20171028', '20130921', '20140320', '20150320', '20170331', '20130921', '20150129', '20151101', '20171028', '20130921', '20150129', '20151101', '20170331', '20130921', '20150129', '20150320', '20170331', '20130921', '20150129', '20150320', '20171028', '20130921', '20140320', '20151101', '20171028', '20130921', '20140320', '20151101', '20170331']"
1462103,200 FL (SCY),F,"['133.68', '131.5', '132.62', '131.23', '133.68', '133.12', '132.62', '131.23', '133.68', '133.12', '130.17', '131.23', '133.68', '131.5', '130.17', '131.23']","['20140124', '20140306', '20150321', '20171028', '20140124', '20150103', '20150321', '20171028', '20140124', '20150103', '20151213', '20171028', '20140124', '20140306', '20151213', '20171028']"
1462103,1500 FR (LCM),F,"['1141.36', '1114.38', '1120.63', '1141.2']","['20130801', '20140731', '20150712', '20170407']"
1462103,200 FL (LCM),F,"['144.78', '150.0', '152.9', '147.85']","['20130801', '20140710', '20150730', '20170803']"
1462103,200 FR (SCY),F,"['119.46', '120.92', '117.7', '121.45', '119.46', '118.18', '117.7', '121.45']","['20131011', '20141213', '20150227', '20180203', '20131011', '20140306', '20150227', '20180203']"
1462103,1650 FR (SCY),F,"['1142.52', '1095.49', '1094.29', '1106.26', '1142.52', '1095.49', '1094.29', '1129.53', '1115.75', '1095.49', '1094.29', '1129.53', '1115.75', '1095.49', '1094.29', '1106.26']","['20130307', '20141214', '20151121', '20180119', '20130307', '20141214', '20151121', '20170226', '20140104', '20141214', '20151121', '20170226', '20140104', '20141214', '20151121', '20180119']"
1462103,100 FR (SCY),F,"['57.14', '57.13', '55.06', '55.83']","['20131011', '20140920', '20150301', '20171028']"
1462191,100 FR (SCY),M,"['52.86', '49.46', '48.43', '47.08']","['20140314', '20150410', '20160226', '20180302']"
1462191,200 IM (SCY),M,"['126.81', '118.56', '115.36', '111.8']","['20140314', '20141205', '20160403', '20180513']"
1462191,100 BR (SCY),M,"['63.82', '58.84', '58.57', '56.7']","['20140314', '20141206', '20160515', '20180304']"
1462191,200 BR (SCY),M,"['142.07', '129.94', '125.55', '124.16']","['20140314', '20150207', '20160515', '20180303']"
1462235,200 BR (SCY),F,"['149.92', '150.74', '143.8', '142.11']","['20121207', '20131206', '20141206', '20161119']"
1462235,200 IM (SCY),F,"['137.63', '135.56', '130.48', '132.83']","['20130222', '20131206', '20150205', '20161117']"
1462235,100 BR (SCY),F,"['70.76', '69.67', '67.17', '66.96']","['20121207', '20131206', '20150205', '20170216']"
1462235,400 IM (SCY),F,"['293.14', '292.79', '275.44', '279.75']","['20130118', '20131019', '20141205', '20170217']"
1462337,50 FR (SCY),F,"['25.15', '25.22', '24.69', '24.32']","['20130309', '20140227', '20150324', '20170311']"
1462337,100 BR (SCY),F,"['68.91', '68.37', '65.8', '63.38']","['20130308', '20140227', '20150117', '20170224']"
1462337,200 BR (SCY),F,"['149.67', '146.12', '143.28', '140.91']","['20130308', '20140228', '20150118', '20170311']"
1462514,200 FR (SCY),F,"['116.71', '113.05', '114.31', '118.37']","['20130412', '20140515', '20141212', '20161119']"
1462514,500 FR (SCY),F,"['303.27', '298.67', '297.87', '296.85']","['20130228', '20140116', '20150516', '20170223']"
1462514,200 FL (SCY),F,"['122.14', '120.69', '120.36', '119.87']","['20130228', '20140227', '20141213', '20170128']"
1462514,1650 FR (SCY),F,"['1050.69', '1024.62', '1012.61', '1019.23']","['20130222', '20140227', '20141108', '20170225']"
1462514,100 FL (SCY),F,"['58.52', '57.17', '57.24', '56.9']","['20130228', '20140515', '20141212', '20170128']"
1462514,400 FR (LCM),F,"['271.98', '270.37', '276.14', '275.53']","['20130614', '20140619', '20150614', '20170602']"
1462514,200 FL (LCM),F,"['137.47', '136.43', '136.87', '139.61']","['20130614', '20140619', '20150620', '20170611']"
1462514,400 IM (SCY),F,"['271.46', '265.61', '267.88', '267.24']","['20130228', '20140116', '20150117', '20161203']"
1462514,100 FL (LCM),F,"['65.99', '64.9', '64.95', '65.04']","['20130614', '20140619', '20150619', '20170609']"
1462514,800 FR (LCM),F,"['566.08', '551.27', '553.1', '570.84']","['20130614', '20140612', '20150611', '20170608']"
1462514,1000 FR (SCY),F,"['616.37', '616.41', '612.08', '637.16']","['20130228', '20140227', '20141107', '20161028']"
1462514,200 FR (LCM),F,"['133.72', '131.4', '132.54', '134.21']","['20130614', '20140612', '20150612', '20170609']"
1462514,200 IM (LCM),F,"['154.61', '150.07', '149.38', '154.33']","['20130614', '20140612', '20150612', '20170609']"
1462514,200 IM (SCY),F,"['130.89', '130.7', '130.25', '128.53']","['20130228', '20140518', '20150116', '20170304']"
1462514,400 IM (LCM),F,"['309.04', '303.9', '303.75', '308.28']","['20130614', '20140612', '20150613', '20170610']"
1462784,200 FR (SCY),M,"['114.3', '108.5', '106.3', '103.16']","['20120929', '20131108', '20141108', '20161015']"
1462784,50 FR (SCY),M,"['24.14', '23.15', '22.51', '21.96']","['20121020', '20130921', '20141109', '20161104']"
1462784,100 FR (SCY),M,"['51.86', '49.59', '49.63', '47.94']","['20121109', '20131108', '20141025', '20161008']"
1462791,100 FL (SCY),M,"['55.22', '56.18', '52.69', '50.96']","['20140111', '20140927', '20151219', '20170512']"
1462791,100 BK (LCM),M,"['65.53', '64.33', '64.41', '62.54']","['20130724', '20140723', '20150801', '20170805']"
1462791,100 FL (LCM),M,"['63.49', '62.25', '63.19', '59.34']","['20130627', '20140425', '20150731', '20170514']"
1463049,400 IM (SCY),F,"['273.78', '274.15', '267.87', '272.51']","['20121109', '20131108', '20141107', '20161119']"
1463049,200 IM (SCY),F,"['130.38', '129.75', '127.49', '130.1']","['20121109', '20131108', '20141108', '20161104']"
1463049,200 FR (SCY),F,"['119.85', '116.56', '121.73', '116.86']","['20121109', '20131108', '20141108', '20161203']"
1463049,100 BK (SCY),F,"['62.02', '59.2', '62.6', '60.58']","['20121109', '20131108', '20141004', '20161119']"
1463049,200 BK (SCY),F,"['127.84', '125.06', '125.83', '131.31']","['20121109', '20131108', '20141108', '20161120']"
1463194,50 FR (SCY),M,"['22.86', '22.96', '21.5', '21.05', '23.31', '23.4', '22.3', '21.05', '23.31', '22.96', '21.5', '21.05', '22.86', '22.96', '21.5', '21.22', '22.86', '22.96', '22.3', '21.22', '23.31', '23.4', '21.5', '21.22', '23.31', '23.4', '22.3', '21.22', '23.31', '22.96', '21.5', '21.22', '22.86', '23.4', '21.5', '21.05', '22.86', '22.96', '22.3', '21.05', '23.31', '23.4', '21.5', '21.05', '23.31', '22.96', '22.3', '21.22', '22.86', '23.4', '21.5', '21.22', '22.86', '23.4', '22.3', '21.22', '22.86', '23.4', '22.3', '21.05', '23.31', '22.96', '22.3', '21.05']","['20131213', '20140220', '20160205', '20180202', '20130315', '20141025', '20150221', '20180202', '20130315', '20140220', '20160205', '20180202', '20131213', '20140220', '20160205', '20170303', '20131213', '20140220', '20150221', '20170303', '20130315', '20141025', '20160205', '20170303', '20130315', '20141025', '20150221', '20170303', '20130315', '20140220', '20160205', '20170303', '20131213', '20141025', '20160205', '20180202', '20131213', '20140220', '20150221', '20180202', '20130315', '20141025', '20160205', '20180202', '20130315', '20140220', '20150221', '20170303', '20131213', '20141025', '20160205', '20170303', '20131213', '20141025', '20150221', '20170303', '20131213', '20141025', '20150221', '20180202', '20130315', '20140220', '20150221', '20180202']"
1463194,100 FR (SCY),M,"['51.06', '50.23', '48.02', '46.26', '49.96', '50.23', '48.02', '45.84', '49.96', '50.23', '48.98', '46.26', '49.96', '50.23', '48.02', '46.26', '51.06', '50.23', '48.98', '46.26', '49.96', '50.23', '48.98', '45.84', '51.06', '50.23', '48.02', '45.84', '51.06', '50.23', '48.98', '45.84']","['20130315', '20140220', '20150222', '20170303', '20131213', '20140220', '20150222', '20180204', '20131213', '20140220', '20160117', '20170303', '20131213', '20140220', '20150222', '20170303', '20130315', '20140220', '20160117', '20170303', '20131213', '20140220', '20160117', '20180204', '20130315', '20140220', '20150222', '20180204', '20130315', '20140220', '20160117', '20180204']"
1463194,100 BR (SCY),M,"['60.61', '60.81', '61.13', '60.82', '65.84', '60.53', '61.13', '60.82', '60.61', '60.53', '61.13', '61.35', '60.61', '60.53', '61.13', '60.82', '65.84', '60.53', '61.13', '61.35', '65.84', '60.81', '61.13', '61.35', '60.61', '60.81', '61.13', '61.35', '65.84', '60.81', '61.13', '60.82']","['20140206', '20150208', '20150227', '20171202', '20130208', '20140228', '20150227', '20171202', '20140206', '20140228', '20150227', '20170218', '20140206', '20140228', '20150227', '20171202', '20130208', '20140228', '20150227', '20170218', '20130208', '20150208', '20150227', '20170218', '20140206', '20150208', '20150227', '20170218', '20130208', '20150208', '20150227', '20171202']"
1463194,200 FR (SCY),M,"['117.77', '109.34', '107.28', '104.92', '117.77', '109.34', '107.28', '101.51', '111.97', '109.34', '107.28', '101.51', '111.97', '109.34', '107.28', '104.92']","['20130208', '20141025', '20151024', '20170218', '20130208', '20141025', '20151024', '20180203', '20131019', '20141025', '20151024', '20180203', '20131019', '20141025', '20151024', '20170218']"
1463194,100 FL (SCY),M,"['53.64', '53.38', '53.51', '52.72', '53.64', '53.38', '51.55', '52.72', '53.64', '53.07', '51.55', '52.72', '53.64', '53.07', '53.51', '52.72']","['20140206', '20150208', '20150227', '20170218', '20140206', '20150208', '20160205', '20170218', '20140206', '20140228', '20160205', '20170218', '20140206', '20140228', '20150227', '20170218']"
1463194,50 FR (LCM),M,"['26.53', '25.36', '25.52', '24.79', '26.53', '25.36', '25.36', '24.79', '26.6', '25.36', '25.52', '24.79', '26.6', '25.36', '25.36', '24.79']","['20140110', '20150123', '20151017', '20170722', '20140110', '20150123', '20150718', '20170722', '20130726', '20150123', '20151017', '20170722', '20130726', '20150123', '20150718', '20170722']"
1463384,100 FL (SCY),F,"['58.74', '57.75', '58.46', '57.94', '62.8', '57.75', '58.46', '57.94', '62.8', '57.75', '57.55', '59.59', '58.74', '57.75', '58.46', '59.59', '62.8', '59.47', '57.55', '57.94', '58.74', '57.75', '57.55', '57.94', '58.74', '57.75', '57.55', '59.59', '62.8', '59.47', '58.46', '59.59', '62.8', '59.47', '58.46', '57.94', '58.74', '59.47', '57.55', '57.94', '58.74', '59.47', '58.46', '59.59', '62.8', '57.75', '57.55', '57.94', '58.74', '59.47', '57.55', '59.59', '58.74', '59.47', '58.46', '57.94', '62.8', '59.47', '57.55', '59.59', '62.8', '57.75', '58.46', '59.59']","['20131109', '20141114', '20150227', '20171116', '20130221', '20141114', '20150227', '20171116', '20130221', '20141114', '20151107', '20170224', '20131109', '20141114', '20150227', '20170224', '20130221', '20140118', '20151107', '20171116', '20131109', '20141114', '20151107', '20171116', '20131109', '20141114', '20151107', '20170224', '20130221', '20140118', '20150227', '20170224', '20130221', '20140118', '20150227', '20171116', '20131109', '20140118', '20151107', '20171116', '20131109', '20140118', '20150227', '20170224', '20130221', '20141114', '20151107', '20171116', '20131109', '20140118', '20151107', '20170224', '20131109', '20140118', '20150227', '20171116', '20130221', '20140118', '20151107', '20170224', '20130221', '20141114', '20150227', '20170224']"
1463384,100 BK (SCY),F,"['59.56', '57.62', '57.34', '58.4', '59.56', '59.96', '57.34', '58.4', '58.45', '59.96', '57.34', '59.03', '59.56', '57.62', '57.34', '59.03', '58.45', '57.62', '57.34', '59.03', '58.45', '59.96', '57.34', '58.4', '58.45', '59.96', '58.12', '59.03', '59.56', '57.62', '58.12', '59.03', '58.45', '57.62', '58.12', '59.03', '58.45', '59.96', '58.12', '58.4', '59.56', '59.96', '58.12', '58.4', '59.56', '59.96', '57.34', '59.03', '58.45', '57.62', '58.12', '58.4', '59.56', '57.62', '58.12', '58.4', '59.56', '59.96', '58.12', '59.03', '58.45', '57.62', '57.34', '58.4']","['20130403', '20141108', '20151107', '20171117', '20130403', '20140118', '20151107', '20171117', '20131109', '20140118', '20151107', '20170322', '20130403', '20141108', '20151107', '20170322', '20131109', '20141108', '20151107', '20170322', '20131109', '20140118', '20151107', '20171117', '20131109', '20140118', '20150228', '20170322', '20130403', '20141108', '20150228', '20170322', '20131109', '20141108', '20150228', '20170322', '20131109', '20140118', '20150228', '20171117', '20130403', '20140118', '20150228', '20171117', '20130403', '20140118', '20151107', '20170322', '20131109', '20141108', '20150228', '20171117', '20130403', '20141108', '20150228', '20171117', '20130403', '20140118', '20150228', '20170322', '20131109', '20141108', '20151107', '20171117']"
1463384,50 FR (LCM),F,"['29.71', '29.54', '30.26', '29.18']","['20130718', '20140620', '20150703', '20170722']"
1463384,400 IM (SCY),F,"['282.76', '282.36', '280.28', '287.26', '281.17', '282.36', '280.28', '287.26', '282.76', '281.42', '277.62', '287.26', '281.17', '282.36', '277.62', '287.26', '282.76', '281.42', '280.28', '287.26', '281.17', '281.42', '277.62', '287.26', '282.76', '282.36', '277.62', '287.26', '281.17', '281.42', '280.28', '287.26']","['20130307', '20140118', '20151212', '20170224', '20131213', '20140118', '20151212', '20170224', '20130307', '20141116', '20150227', '20170224', '20131213', '20140118', '20150227', '20170224', '20130307', '20141116', '20151212', '20170224', '20131213', '20141116', '20150227', '20170224', '20130307', '20140118', '20150227', '20170224', '20131213', '20141116', '20151212', '20170224']"
1463384,200 FR (LCM),F,"['137.91', '132.9', '138.7', '136.95']","['20130705', '20140725', '20150117', '20170115']"
1463384,200 FL (LCM),F,"['158.14', '151.19', '147.04', '150.87']","['20130705', '20140725', '20150801', '20170630']"
1463384,100 FL (LCM),F,"['70.16', '67.64', '66.66', '66.43']","['20130718', '20140725', '20150731', '20170721']"
1463384,200 FL (SCY),F,"['136.72', '136.87', '126.63', '128.09', '136.72', '132.34', '133.25', '130.43', '134.4', '136.87', '126.63', '128.09', '136.72', '136.87', '133.25', '128.09', '134.4', '132.34', '133.25', '130.43', '134.4', '132.34', '133.25', '128.09', '136.72', '132.34', '126.63', '130.43', '136.72', '132.34', '126.63', '128.09', '134.4', '136.87', '126.63', '130.43', '134.4', '136.87', '133.25', '128.09', '136.72', '136.87', '133.25', '130.43', '136.72', '132.34', '133.25', '128.09', '134.4', '136.87', '133.25', '130.43', '134.4', '132.34', '126.63', '128.09', '136.72', '136.87', '126.63', '130.43', '134.4', '132.34', '126.63', '130.43']","['20130403', '20140628', '20150319', '20171118', '20130403', '20141116', '20151213', '20170325', '20131213', '20140628', '20150319', '20171118', '20130403', '20140628', '20151213', '20171118', '20131213', '20141116', '20151213', '20170325', '20131213', '20141116', '20151213', '20171118', '20130403', '20141116', '20150319', '20170325', '20130403', '20141116', '20150319', '20171118', '20131213', '20140628', '20150319', '20170325', '20131213', '20140628', '20151213', '20171118', '20130403', '20140628', '20151213', '20170325', '20130403', '20141116', '20151213', '20171118', '20131213', '20140628', '20151213', '20170325', '20131213', '20141116', '20150319', '20171118', '20130403', '20140628', '20150319', '20170325', '20131213', '20141116', '20150319', '20170325']"
1463384,200 BK (SCY),F,"['129.77', '127.83', '126.69', '125.18', '129.77', '129.57', '126.69', '127.43', '129.77', '129.57', '126.69', '125.18', '129.77', '129.57', '128.11', '127.43', '129.77', '129.57', '128.11', '125.18', '134.47', '129.57', '126.69', '125.18', '134.47', '129.57', '126.69', '127.43', '134.47', '129.57', '128.11', '127.43', '134.47', '127.83', '128.11', '127.43', '134.47', '127.83', '128.11', '125.18', '134.47', '127.83', '126.69', '125.18', '134.47', '127.83', '126.69', '127.43', '129.77', '127.83', '128.11', '127.43', '134.47', '129.57', '128.11', '125.18', '129.77', '127.83', '126.69', '127.43', '129.77', '127.83', '128.11', '125.18']","['20130307', '20140118', '20150301', '20171118', '20130307', '20141213', '20150301', '20170323', '20130307', '20141213', '20150301', '20171118', '20130307', '20141213', '20151212', '20170323', '20130307', '20141213', '20151212', '20171118', '20131213', '20141213', '20150301', '20171118', '20131213', '20141213', '20150301', '20170323', '20131213', '20141213', '20151212', '20170323', '20131213', '20140118', '20151212', '20170323', '20131213', '20140118', '20151212', '20171118', '20131213', '20140118', '20150301', '20171118', '20131213', '20140118', '20150301', '20170323', '20130307', '20140118', '20151212', '20170323', '20131213', '20141213', '20151212', '20171118', '20130307', '20140118', '20150301', '20170323', '20130307', '20140118', '20151212', '20171118']"
1463384,100 BK (LCM),F,"['70.3', '69.25', '68.39', '69.56']","['20130720', '20140725', '20150801', '20170722']"
1463384,100 FR (LCM),F,"['62.85', '63.01', '64.13', '62.28']","['20130718', '20140313', '20150620', '20170804']"
1463384,200 BK (LCM),F,"['156.32', '149.07', '145.94', '153.03']","['20130718', '20140725', '20150802', '20170723']"
1463443,200 IM (SCY),M,"['124.51', '121.79', '117.57', '117.49']","['20121020', '20131108', '20141123', '20161119']"
1463443,100 FL (SCY),M,"['55.51', '54.58', '53.0', '53.23']","['20121207', '20131102', '20141122', '20161015']"
1463443,200 FL (SCY),M,"['124.98', '121.94', '121.59', '117.06']","['20121020', '20131206', '20141102', '20161120']"
1463443,100 FR (SCY),M,"['51.57', '50.31', '49.33', '48.9']","['20120922', '20131011', '20141019', '20161120']"
1464061,200 BR (SCY),F,"['148.13', '150.98', '139.57', '142.13', '148.13', '150.98', '148.09', '143.67', '140.56', '140.79', '139.57', '142.13', '140.56', '150.98', '139.57', '142.13', '148.13', '140.79', '139.57', '142.13', '140.56', '150.98', '139.57', '143.67', '140.56', '150.98', '148.09', '143.67', '140.56', '150.98', '148.09', '142.13', '148.13', '150.98', '139.57', '143.67', '148.13', '150.98', '148.09', '142.13', '140.56', '140.79', '139.57', '143.67', '148.13', '140.79', '148.09', '143.67', '148.13', '140.79', '148.09', '142.13', '148.13', '140.79', '139.57', '143.67', '140.56', '140.79', '148.09', '143.67', '140.56', '140.79', '148.09', '142.13']","['20131115', '20141115', '20150314', '20170318', '20131115', '20141115', '20151107', '20171103', '20130315', '20140321', '20150314', '20170318', '20130315', '20141115', '20150314', '20170318', '20131115', '20140321', '20150314', '20170318', '20130315', '20141115', '20150314', '20171103', '20130315', '20141115', '20151107', '20171103', '20130315', '20141115', '20151107', '20170318', '20131115', '20141115', '20150314', '20171103', '20131115', '20141115', '20151107', '20170318', '20130315', '20140321', '20150314', '20171103', '20131115', '20140321', '20151107', '20171103', '20131115', '20140321', '20151107', '20170318', '20131115', '20140321', '20150314', '20171103', '20130315', '20140321', '20151107', '20171103', '20130315', '20140321', '20151107', '20170318']"
1464061,400 IM (SCY),F,"['283.18', '272.54', '267.0', '278.04', '283.18', '272.54', '283.75', '278.04', '276.52', '286.93', '267.0', '278.04', '283.18', '286.93', '267.0', '278.04', '276.52', '286.93', '283.75', '278.04', '276.52', '272.54', '283.75', '278.04', '276.52', '272.54', '267.0', '278.04', '283.18', '286.93', '283.75', '278.04']","['20131115', '20140321', '20150313', '20171104', '20131115', '20140321', '20151106', '20171104', '20130315', '20141114', '20150313', '20171104', '20131115', '20141114', '20150313', '20171104', '20130315', '20141114', '20151106', '20171104', '20130315', '20140321', '20151106', '20171104', '20130315', '20140321', '20150313', '20171104', '20131115', '20141114', '20151106', '20171104']"
1464061,200 IM (SCY),F,"['130.11', '136.4', '123.99', '128.92', '130.11', '136.4', '123.99', '129.15', '130.11', '124.52', '132.73', '129.15', '134.48', '136.4', '123.99', '128.92', '130.11', '124.52', '123.99', '128.92', '134.48', '124.52', '123.99', '129.15', '134.48', '136.4', '132.73', '129.15', '130.11', '136.4', '132.73', '129.15', '134.48', '124.52', '123.99', '128.92', '134.48', '136.4', '123.99', '129.15', '134.48', '124.52', '132.73', '128.92', '130.11', '124.52', '123.99', '129.15', '134.48', '136.4', '132.73', '128.92', '130.11', '124.52', '132.73', '128.92', '134.48', '124.52', '132.73', '129.15', '130.11', '136.4', '132.73', '128.92']","['20130315', '20141108', '20150213', '20170202', '20130315', '20141108', '20150213', '20171103', '20130315', '20140214', '20151107', '20171103', '20131019', '20141108', '20150213', '20170202', '20130315', '20140214', '20150213', '20170202', '20131019', '20140214', '20150213', '20171103', '20131019', '20141108', '20151107', '20171103', '20130315', '20141108', '20151107', '20171103', '20131019', '20140214', '20150213', '20170202', '20131019', '20141108', '20150213', '20171103', '20131019', '20140214', '20151107', '20170202', '20130315', '20140214', '20150213', '20171103', '20131019', '20141108', '20151107', '20170202', '20130315', '20140214', '20151107', '20170202', '20131019', '20140214', '20151107', '20171103', '20130315', '20141108', '20151107', '20170202']"
1464061,100 BR (SCY),F,"['68.59', '63.53', '67.81', '64.48', '64.4', '63.53', '67.81', '65.53', '64.4', '68.65', '62.91', '65.53', '64.4', '63.53', '67.81', '64.48', '64.4', '68.65', '67.81', '64.48', '64.4', '63.53', '62.91', '65.53', '68.59', '63.53', '62.91', '64.48', '64.4', '68.65', '67.81', '65.53', '68.59', '68.65', '67.81', '65.53', '68.59', '68.65', '67.81', '64.48', '64.4', '63.53', '62.91', '64.48', '68.59', '68.65', '62.91', '64.48', '64.4', '68.65', '62.91', '64.48', '68.59', '63.53', '62.91', '65.53', '68.59', '68.65', '62.91', '65.53', '68.59', '63.53', '67.81', '65.53']","['20131115', '20140214', '20151108', '20170210', '20130315', '20140214', '20151108', '20171014', '20130315', '20141109', '20150213', '20171014', '20130315', '20140214', '20151108', '20170210', '20130315', '20141109', '20151108', '20170210', '20130315', '20140214', '20150213', '20171014', '20131115', '20140214', '20150213', '20170210', '20130315', '20141109', '20151108', '20171014', '20131115', '20141109', '20151108', '20171014', '20131115', '20141109', '20151108', '20170210', '20130315', '20140214', '20150213', '20170210', '20131115', '20141109', '20150213', '20170210', '20130315', '20141109', '20150213', '20170210', '20131115', '20140214', '20150213', '20171014', '20131115', '20141109', '20150213', '20171014', '20131115', '20140214', '20151108', '20171014']"
1464061,50 FR (SCY),F,"['26.21', '25.19', '25.12', '25.51', '26.16', '25.19', '26.04', '25.51', '26.21', '25.19', '26.04', '25.51', '26.16', '25.19', '25.12', '25.51', '26.21', '26.08', '25.12', '25.51', '26.16', '26.08', '26.04', '25.51', '26.16', '26.08', '25.12', '25.51', '26.21', '26.08', '26.04', '25.51']","['20131019', '20140323', '20150314', '20170318', '20130118', '20140323', '20151108', '20170318', '20131019', '20140323', '20151108', '20170318', '20130118', '20140323', '20150314', '20170318', '20131019', '20141116', '20150314', '20170318', '20130118', '20141116', '20151108', '20170318', '20130118', '20141116', '20150314', '20170318', '20131019', '20141116', '20151108', '20170318']"
1464061,200 BR (LCM),F,"['169.81', '166.59', '167.08', '171.75']","['20130726', '20140717', '20150718', '20170722']"
