person_key,event_name,gender,times,dates
259255,200 IM (SCY),M,"['123.17', '119.49', '122.78', '120.81']","['20131206', '20141207', '20151107', '20171013']"
259255,100 BK (SCY),M,"['57.49', '55.05', '53.25', '51.85']","['20131206', '20141206', '20151205', '20180202']"
259255,400 IM (SCY),M,"['253.56', '250.28', '255.39', '249.96']","['20140320', '20141205', '20151204', '20171208']"
262257,100 BR (SCY),F,"['69.73', '70.34', '67.61', '67.51']","['20130221', '20131115', '20150301', '20161119']"
262257,100 FR (SCY),F,"['55.15', '54.65', '53.84', '53.7']","['20121130', '20131115', '20150301', '20161120']"
262257,200 FR (SCY),F,"['120.21', '118.68', '116.67', '114.64']","['20121116', '20131206', '20150227', '20170217']"
262257,50 FR (SCY),F,"['25.61', '25.35', '25.08', '24.73']","['20121201', '20140308', '20150227', '20161118']"
264730,100 FR (SCY),F,"['56.34', '53.24', '53.42', '52.52']","['20130512', '20140227', '20150118', '20170218']"
264730,50 FR (SCY),F,"['25.93', '24.46', '24.75', '24.46']","['20130512', '20140227', '20150116', '20170216']"
267125,200 FR (SCY),F,"['125.59', '122.41', '119.86', '119.4']","['20121109', '20131115', '20141114', '20161203']"
268403,400 IM (SCY),M,"['264.78', '268.14', '256.74', '249.98']","['20121130', '20131018', '20141205', '20161218']"
268403,200 FR (SCY),M,"['114.0', '111.27', '107.66', '109.9']","['20121130', '20131206', '20141116', '20170104']"
268403,200 BR (SCY),M,"['142.97', '141.69', '130.45', '126.66']","['20120929', '20130920', '20141207', '20161219']"
268403,200 IM (SCY),M,"['124.88', '123.83', '120.84', '118.47']","['20121130', '20131206', '20141206', '20161217']"
270203,200 BK (SCY),F,"['120.96', '116.94', '116.89', '116.6']","['20121206', '20131108', '20141213', '20170225']"
270203,400 IM (SCY),F,"['266.18', '255.87', '254.96', '253.06']","['20130209', '20140403', '20150410', '20170224']"
270203,100 BK (SCY),F,"['55.1', '55.01', '54.12', '54.39']","['20130502', '20131108', '20150301', '20170224']"
270203,200 FL (SCY),F,"['125.64', '121.64', '119.07', '122.29']","['20121130', '20140403', '20150411', '20161216']"
270203,200 IM (SCY),F,"['121.83', '121.37', '120.09', '119.08']","['20130510', '20131108', '20141211', '20170223']"
270841,200 IM (SCY),F,"['142.21', '136.65', '133.53', '131.4', '142.21', '136.65', '137.51', '131.4', '142.21', '137.15', '133.53', '131.4', '142.21', '137.15', '137.51', '131.4']","['20140927', '20150302', '20161105', '20180114', '20140927', '20150302', '20160229', '20180114', '20140927', '20151122', '20161105', '20180114', '20140927', '20151122', '20160229', '20180114']"
270841,400 IM (LCM),F,"['334.09', '329.65', '320.58', '320.3']","['20140613', '20150724', '20160311', '20180720']"
270841,200 IM (LCM),F,"['157.14', '157.05', '152.08', '155.35']","['20140717', '20150314', '20160312', '20180708']"
275828,100 BK (SCY),F,"['56.81', '54.31', '53.95', '54.47']","['20130307', '20140227', '20150220', '20161209']"
275828,200 FL (LCM),F,"['136.48', '132.99', '131.32', '140.26']","['20130805', '20140730', '20150809', '20170624']"
275828,400 FR (LCM),F,"['267.19', '265.24', '262.57', '281.97']","['20130724', '20140424', '20150619', '20170520']"
275828,200 IM (SCY),F,"['132.26', '123.7', '123.93', '128.07']","['20130228', '20140227', '20141211', '20160930']"
275828,200 BK (LCM),F,"['139.43', '137.43', '137.3', '139.83']","['20130724', '20140620', '20150116', '20170706']"
275828,200 FL (SCY),F,"['124.87', '118.28', '118.08', '121.68']","['20130307', '20140227', '20141213', '20161001']"
275828,100 FR (LCM),F,"['62.4', '60.63', '59.52', '62.94']","['20130517', '20140710', '20150227', '20170520']"
275828,100 FL (SCY),F,"['56.19', '53.91', '53.24', '53.65']","['20130307', '20140227', '20150220', '20161209']"
275828,200 FR (LCM),F,"['128.29', '127.56', '126.2', '129.68']","['20130724', '20140710', '20150710', '20170707']"
275828,100 BK (LCM),F,"['65.09', '63.4', '63.19', '64.28']","['20130724', '20140730', '20150301', '20170708']"
275828,200 BK (SCY),F,"['125.55', '118.6', '117.79', '122.92']","['20130307', '20140227', '20150227', '20161002']"
275828,100 FR (SCY),F,"['53.46', '52.58', '53.06', '52.3']","['20130308', '20140228', '20141121', '20170304']"
275828,100 FL (LCM),F,"['61.85', '59.98', '59.87', '63.54']","['20130805', '20140730', '20150806', '20170708']"
275828,200 IM (LCM),F,"['144.8', '143.73', '141.73', '154.48']","['20130724', '20140710', '20150301', '20170408']"
275828,200 FR (SCY),F,"['115.02', '116.69', '110.8', '111.39']","['20130307', '20131108', '20150228', '20170303']"
276924,100 FR (LCM),M,"['56.15', '54.52', '53.87', '53.34']","['20140717', '20150802', '20160603', '20180801']"
276924,200 FR (SCY),M,"['108.68', '107.2', '102.27', '101.07', '108.93', '107.2', '102.27', '101.07', '108.68', '107.2', '106.46', '101.07', '108.68', '104.61', '102.27', '101.07', '108.68', '104.61', '106.46', '101.07', '108.93', '104.61', '106.46', '101.07', '108.93', '104.61', '102.27', '101.07', '108.93', '107.2', '106.46', '101.07']","['20140405', '20150926', '20160226', '20171208', '20141011', '20150926', '20160226', '20171208', '20140405', '20150926', '20160917', '20171208', '20140405', '20150227', '20160226', '20171208', '20140405', '20150227', '20160917', '20171208', '20141011', '20150227', '20160917', '20171208', '20141011', '20150227', '20160226', '20171208', '20141011', '20150926', '20160917', '20171208']"
276924,500 FR (SCY),M,"['289.93', '283.29', '282.85', '280.4', '297.28', '279.59', '273.21', '287.68', '297.28', '283.29', '273.21', '287.68', '289.93', '283.29', '273.21', '287.68', '297.28', '283.29', '282.85', '280.4', '289.93', '279.59', '273.21', '287.68', '289.93', '283.29', '282.85', '287.68', '289.93', '279.59', '273.21', '280.4', '297.28', '283.29', '282.85', '287.68', '289.93', '279.59', '282.85', '287.68', '289.93', '283.29', '273.21', '280.4', '297.28', '279.59', '273.21', '280.4', '297.28', '279.59', '282.85', '280.4', '289.93', '279.59', '282.85', '280.4', '297.28', '279.59', '282.85', '287.68', '297.28', '283.29', '273.21', '280.4']","['20140313', '20150926', '20160917', '20180126', '20140920', '20150228', '20160227', '20181006', '20140920', '20150926', '20160227', '20181006', '20140313', '20150926', '20160227', '20181006', '20140920', '20150926', '20160917', '20180126', '20140313', '20150228', '20160227', '20181006', '20140313', '20150926', '20160917', '20181006', '20140313', '20150228', '20160227', '20180126', '20140920', '20150926', '20160917', '20181006', '20140313', '20150228', '20160917', '20181006', '20140313', '20150926', '20160227', '20180126', '20140920', '20150228', '20160227', '20180126', '20140920', '20150228', '20160917', '20180126', '20140313', '20150228', '20160917', '20180126', '20140920', '20150228', '20160917', '20181006', '20140920', '20150926', '20160227', '20180126']"
276924,50 FR (SCY),M,"['23.65', '22.9', '22.63', '21.2', '23.48', '22.7', '21.98', '21.2', '23.48', '22.9', '21.98', '21.2', '23.65', '22.9', '21.98', '21.2', '23.65', '22.7', '21.98', '21.2', '23.48', '22.9', '22.63', '21.2', '23.65', '22.7', '22.63', '21.2', '23.48', '22.7', '22.63', '21.2']","['20140405', '20150925', '20160917', '20171111', '20140919', '20150228', '20160227', '20171111', '20140919', '20150925', '20160227', '20171111', '20140405', '20150925', '20160227', '20171111', '20140405', '20150228', '20160227', '20171111', '20140919', '20150925', '20160917', '20171111', '20140405', '20150228', '20160917', '20171111', '20140919', '20150228', '20160917', '20171111']"
276924,100 FR (SCY),M,"['51.62', '49.39', '49.13', '46.28', '50.25', '49.39', '49.13', '46.28', '50.25', '48.41', '46.9', '46.28', '51.62', '48.41', '46.9', '46.28', '50.25', '48.41', '49.13', '46.28', '51.62', '49.39', '46.9', '46.28', '50.25', '49.39', '46.9', '46.28', '51.62', '48.41', '49.13', '46.28']","['20140921', '20150927', '20160918', '20171111', '20140315', '20150927', '20160918', '20171111', '20140315', '20150301', '20160228', '20171111', '20140921', '20150301', '20160228', '20171111', '20140315', '20150301', '20160918', '20171111', '20140921', '20150927', '20160228', '20171111', '20140315', '20150927', '20160228', '20171111', '20140921', '20150301', '20160918', '20171111']"
276924,200 FL (SCY),M,"['128.41', '122.54', '121.07', '115.02', '128.41', '122.54', '121.88', '115.02', '126.84', '122.54', '121.07', '115.02', '126.84', '122.54', '121.88', '115.02']","['20140920', '20150926', '20160917', '20171209', '20140920', '20150926', '20160131', '20171209', '20140313', '20150926', '20160917', '20171209', '20140313', '20150926', '20160131', '20171209']"
276924,100 FL (SCY),M,"['55.8', '55.32', '52.77', '53.56', '55.8', '53.54', '52.77', '53.56', '55.92', '55.32', '52.77', '53.56', '55.92', '53.54', '52.77', '53.56']","['20141011', '20150927', '20151204', '20180127', '20141011', '20150227', '20151204', '20180127', '20140405', '20150927', '20151204', '20180127', '20140405', '20150227', '20151204', '20180127']"
276924,200 FR (LCM),M,"['121.03', '117.01', '116.21', '116.2']","['20140717', '20150724', '20160722', '20180803']"
276924,100 FL (LCM),M,"['62.65', '59.86', '60.11', '58.34']","['20140729', '20150724', '20160722', '20180616']"
276924,50 FR (LCM),M,"['26.36', '25.17', '25.38', '24.94']","['20140729', '20150725', '20160723', '20180721']"
276924,400 FR (LCM),M,"['255.47', '245.41', '242.83', '243.17']","['20140717', '20150627', '20160806', '20180802']"
277478,100 FL (SCY),M,"['59.17', '55.91', '52.84', '53.43']","['20121129', '20131206', '20141205', '20161021']"
278584,50 FR (SCY),M,"['22.94', '21.72', '22.66', '21.07']","['20130221', '20140215', '20141115', '20170223']"
278584,100 FR (SCY),M,"['49.04', '45.67', '46.48', '47.54']","['20130221', '20140215', '20150207', '20161120']"
278584,100 BK (SCY),M,"['55.72', '51.62', '50.48', '50.35']","['20130221', '20140215', '20150214', '20170224']"
279022,500 FR (SCY),F,"['291.37', '289.98', '287.56', '290.05']","['20121206', '20131212', '20141220', '20161117']"
279022,200 FR (SCY),F,"['110.91', '111.59', '110.56', '111.13']","['20121212', '20131212', '20141221', '20161118']"
279022,100 FR (SCY),F,"['52.88', '52.92', '54.89', '54.41']","['20121212', '20131212', '20141109', '20161021']"
279022,1000 FR (SCY),F,"['599.06', '599.78', '591.13', '616.21']","['20121212', '20140116', '20141219', '20161029']"
279022,1650 FR (SCY),F,"['1005.87', '989.98', '995.92', '996.86']","['20121206', '20131212', '20141213', '20161119']"
285894,100 FR (LCM),F,"['61.5', '61.24', '63.15', '61.82', '61.63', '61.24', '63.15', '61.82', '61.63', '61.24', '61.53', '61.82', '61.63', '61.67', '61.53', '61.82', '61.5', '61.67', '63.15', '61.82', '61.5', '61.67', '61.53', '61.82', '61.63', '61.67', '63.15', '61.82', '61.5', '61.24', '61.53', '61.82']","['20140717', '20160612', '20170611', '20180720', '20150614', '20160612', '20170611', '20180720', '20150614', '20160612', '20160721', '20180720', '20150614', '20150724', '20160721', '20180720', '20140717', '20150724', '20170611', '20180720', '20140717', '20150724', '20160721', '20180720', '20150614', '20150724', '20170611', '20180720', '20140717', '20160612', '20160721', '20180720']"
285894,50 FR (LCM),F,"['29.5', '30.09', '29.47', '28.82', '28.47', '30.09', '29.47', '28.82']","['20150628', '20160417', '20170520', '20180722', '20140717', '20160417', '20170520', '20180722']"
285894,100 FL (SCY),F,"['57.83', '58.25', '59.06', '59.75']","['20150322', '20151031', '20161029', '20181201']"
285894,100 FR (SCY),F,"['53.88', '54.9', '54.8', '52.98']","['20150118', '20151221', '20161219', '20190302']"
285894,50 FR (SCY),F,"['25.04', '25.49', '25.71', '24.74']","['20150412', '20151220', '20161218', '20190228']"
285894,200 FR (SCY),F,"['115.55', '119.28', '117.06', '114.5']","['20150322', '20151220', '20161029', '20190301']"
287068,50 FR (SCY),M,"['24.89', '23.33', '22.72', '22.16']","['20130112', '20140321', '20150307', '20170208']"
287068,200 FR (SCY),M,"['116.42', '108.67', '106.47', '105.13']","['20130301', '20140227', '20150227', '20170209']"
287068,500 FR (SCY),M,"['310.33', '292.51', '295.06', '281.32']","['20130222', '20140227', '20150213', '20170210']"
290384,50 FR (SCY),F,"['24.85', '24.13', '23.8', '24.3']","['20121006', '20131005', '20141011', '20161029']"
290384,100 BR (SCY),F,"['72.07', '67.77', '66.84', '64.4']","['20121116', '20131213', '20141212', '20161118']"
290384,100 FR (SCY),F,"['53.92', '52.19', '52.28', '52.56']","['20121006', '20131005', '20141214', '20161008']"
290384,200 IM (SCY),F,"['136.93', '131.05', '131.04', '128.14']","['20121116', '20131213', '20141214', '20161007']"
290384,200 FR (SCY),F,"['119.89', '117.85', '115.68', '110.04']","['20121207', '20131213', '20141213', '20161118']"
291854,400 IM (SCY),F,"['284.62', '270.84', '265.14', '264.79']","['20130228', '20140306', '20150306', '20161202']"
291854,200 IM (SCY),F,"['130.51', '126.15', '122.11', '118.99']","['20130228', '20131116', '20141115', '20170216']"
291854,100 FL (SCY),F,"['57.04', '54.68', '53.57', '53.16']","['20121116', '20131116', '20141115', '20170217']"
291854,100 FR (SCY),F,"['52.9', '51.46', '50.41', '51.04']","['20130228', '20131122', '20150308', '20161203']"
291854,50 FR (SCY),F,"['25.21', '23.87', '23.39', '24.09']","['20130201', '20140306', '20150307', '20170203']"
291854,200 FL (SCY),F,"['131.63', '123.8', '121.87', '117.95']","['20130228', '20140306', '20150308', '20170218']"
292415,1650 FR (SCY),F,"['1098.72', '1081.85', '1057.26', '1055.62']","['20130322', '20131219', '20141218', '20170212']"
292415,1000 FR (SCY),F,"['657.41', '646.44', '641.37', '656.27']","['20121213', '20131219', '20141218', '20161111']"
292415,200 FR (SCY),F,"['122.18', '120.58', '118.07', '116.97']","['20121102', '20131108', '20141114', '20170211']"
292415,500 FR (SCY),F,"['319.81', '316.96', '310.86', '308.62']","['20130322', '20131108', '20141114', '20170210']"
296036,100 FL (SCY),F,"['60.67', '58.86', '61.79', '57.0', '62.49', '60.18', '58.36', '59.72', '60.67', '58.86', '58.36', '59.72', '62.49', '58.86', '61.79', '57.0', '62.49', '58.86', '58.36', '57.0', '60.67', '60.18', '58.36', '59.72', '62.49', '58.86', '58.36', '59.72', '60.67', '58.86', '58.36', '57.0', '60.67', '60.18', '58.36', '57.0', '60.67', '58.86', '61.79', '59.72', '60.67', '60.18', '61.79', '59.72', '62.49', '60.18', '61.79', '57.0', '62.49', '60.18', '61.79', '59.72', '62.49', '58.86', '61.79', '59.72', '62.49', '60.18', '58.36', '57.0', '60.67', '60.18', '61.79', '57.0']","['20140103', '20140321', '20151031', '20170319', '20130628', '20150102', '20150315', '20171202', '20140103', '20140321', '20150315', '20171202', '20130628', '20140321', '20151031', '20170319', '20130628', '20140321', '20150315', '20170319', '20140103', '20150102', '20150315', '20171202', '20130628', '20140321', '20150315', '20171202', '20140103', '20140321', '20150315', '20170319', '20140103', '20150102', '20150315', '20170319', '20140103', '20140321', '20151031', '20171202', '20140103', '20150102', '20151031', '20171202', '20130628', '20150102', '20151031', '20170319', '20130628', '20150102', '20151031', '20171202', '20130628', '20140321', '20151031', '20171202', '20130628', '20150102', '20150315', '20170319', '20140103', '20150102', '20151031', '20170319']"
296036,50 FR (SCY),F,"['25.74', '25.47', '25.7', '23.81', '25.79', '25.47', '25.7', '23.81', '25.74', '25.47', '26.0', '24.82', '25.79', '25.47', '26.0', '24.82', '25.74', '25.47', '25.7', '24.82', '25.79', '26.05', '25.7', '24.82', '25.74', '26.05', '25.7', '23.81', '25.79', '25.47', '26.0', '23.81', '25.74', '25.47', '26.0', '23.81', '25.79', '26.05', '25.7', '23.81', '25.79', '26.05', '26.0', '23.81', '25.79', '26.05', '26.0', '24.82', '25.74', '26.05', '26.0', '24.82', '25.74', '26.05', '26.0', '23.81', '25.74', '26.05', '25.7', '24.82', '25.79', '25.47', '25.7', '24.82']","['20130628', '20141212', '20150301', '20170210', '20131012', '20141212', '20150301', '20170210', '20130628', '20141212', '20151101', '20180119', '20131012', '20141212', '20151101', '20180119', '20130628', '20141212', '20150301', '20180119', '20131012', '20140228', '20150301', '20180119', '20130628', '20140228', '20150301', '20170210', '20131012', '20141212', '20151101', '20170210', '20130628', '20141212', '20151101', '20170210', '20131012', '20140228', '20150301', '20170210', '20131012', '20140228', '20151101', '20170210', '20131012', '20140228', '20151101', '20180119', '20130628', '20140228', '20151101', '20180119', '20130628', '20140228', '20151101', '20170210', '20130628', '20140228', '20150301', '20180119', '20131012', '20141212', '20150301', '20180119']"
296036,100 FR (SCY),F,"['55.24', '52.36', '53.53', '51.94', '54.74', '54.54', '53.53', '51.94', '55.24', '52.36', '55.45', '51.21', '55.24', '52.36', '55.45', '51.94', '54.74', '52.36', '53.53', '51.94', '55.24', '52.36', '53.53', '51.21', '55.24', '54.54', '53.53', '51.21', '54.74', '52.36', '55.45', '51.94', '54.74', '54.54', '53.53', '51.21', '55.24', '54.54', '55.45', '51.21', '54.74', '52.36', '55.45', '51.21', '55.24', '54.54', '53.53', '51.94', '54.74', '54.54', '55.45', '51.94', '54.74', '52.36', '53.53', '51.21', '55.24', '54.54', '55.45', '51.94', '54.74', '54.54', '55.45', '51.21']","['20130628', '20140206', '20150313', '20171119', '20140103', '20150102', '20150313', '20171119', '20130628', '20140206', '20151031', '20170210', '20130628', '20140206', '20151031', '20171119', '20140103', '20140206', '20150313', '20171119', '20130628', '20140206', '20150313', '20170210', '20130628', '20150102', '20150313', '20170210', '20140103', '20140206', '20151031', '20171119', '20140103', '20150102', '20150313', '20170210', '20130628', '20150102', '20151031', '20170210', '20140103', '20140206', '20151031', '20170210', '20130628', '20150102', '20150313', '20171119', '20140103', '20150102', '20151031', '20171119', '20140103', '20140206', '20150313', '20170210', '20130628', '20150102', '20151031', '20171119', '20140103', '20150102', '20151031', '20170210']"
296036,200 FR (SCY),F,"['118.89', '114.21', '121.05', '112.17', '119.72', '117.77', '121.05', '112.17', '119.72', '117.77', '121.05', '112.82', '119.72', '117.77', '115.34', '112.82', '118.89', '117.77', '115.34', '112.17', '119.72', '117.77', '115.34', '112.17', '118.89', '114.21', '115.34', '112.82', '119.72', '114.21', '115.34', '112.82', '118.89', '117.77', '115.34', '112.82', '118.89', '114.21', '115.34', '112.17', '119.72', '114.21', '115.34', '112.17', '118.89', '114.21', '121.05', '112.82', '119.72', '114.21', '121.05', '112.82', '119.72', '114.21', '121.05', '112.17', '118.89', '117.77', '121.05', '112.82', '118.89', '117.77', '121.05', '112.17']","['20130628', '20140206', '20151101', '20170319', '20140103', '20150103', '20151101', '20170319', '20140103', '20150103', '20151101', '20171118', '20140103', '20150103', '20150315', '20171118', '20130628', '20150103', '20150315', '20170319', '20140103', '20150103', '20150315', '20170319', '20130628', '20140206', '20150315', '20171118', '20140103', '20140206', '20150315', '20171118', '20130628', '20150103', '20150315', '20171118', '20130628', '20140206', '20150315', '20170319', '20140103', '20140206', '20150315', '20170319', '20130628', '20140206', '20151101', '20171118', '20140103', '20140206', '20151101', '20171118', '20140103', '20140206', '20151101', '20170319', '20130628', '20150103', '20151101', '20171118', '20130628', '20150103', '20151101', '20170319']"
296036,500 FR (SCY),F,"['329.75', '318.58', '319.71', '299.94', '329.75', '309.85', '319.71', '299.94']","['20130628', '20150103', '20150124', '20171117', '20130628', '20140321', '20150124', '20171117']"
296036,50 FR (LCM),F,"['28.9', '29.83', '27.69', '27.58']","['20130802', '20140530', '20150328', '20170720']"
296036,100 FL (LCM),F,"['70.18', '66.85', '66.3', '65.35']","['20130726', '20140327', '20150327', '20170723']"
296036,100 FR (LCM),F,"['61.26', '60.48', '59.69', '59.52']","['20130802', '20140717', '20150329', '20170721']"
307188,200 FR (SCY),M,"['107.84', '106.28', '104.25', '106.64']","['20121214', '20131213', '20141213', '20161105']"
307188,200 FL (SCY),M,"['123.18', '116.94', '116.69', '110.41']","['20121214', '20131213', '20141214', '20161202']"
307188,200 IM (SCY),M,"['119.22', '115.05', '116.86', '112.76']","['20121108', '20131115', '20141212', '20161203']"
307188,400 IM (SCY),M,"['252.71', '252.48', '251.83', '239.98']","['20121214', '20131213', '20141213', '20161202']"
307188,200 BR (SCY),M,"['131.63', '131.13', '131.32', '125.72']","['20121214', '20131213', '20141214', '20161203']"
307188,100 FL (SCY),M,"['53.62', '52.79', '51.54', '53.13']","['20121214', '20131213', '20141108', '20161105']"
307232,200 FR (LCM),M,"['124.93', '126.45', '122.04', '122.4']","['20130711', '20140627', '20150717', '20170804']"
307232,400 IM (SCY),M,"['253.65', '248.61', '246.64', '240.69']","['20140320', '20150227', '20160317', '20180216']"
307232,200 IM (LCM),M,"['138.93', '138.46', '133.7', '134.8']","['20130711', '20140724', '20150718', '20170806']"
307232,200 BR (LCM),M,"['159.09', '157.1', '147.53', '152.4']","['20130711', '20140613', '20150719', '20170805']"
307232,400 IM (LCM),M,"['301.54', '292.1', '283.71', '293.19']","['20130711', '20140724', '20150806', '20170623']"
307232,200 FR (SCY),M,"['106.51', '112.7', '105.01', '109.01']","['20140320', '20140928', '20151212', '20171202']"
307232,200 BR (SCY),M,"['134.37', '130.93', '130.03', '125.28']","['20140213', '20150301', '20151212', '20180217']"
307232,200 IM (SCY),M,"['118.52', '117.2', '114.73', '122.05']","['20140320', '20150213', '20160319', '20180113']"
307232,500 FR (SCY),M,"['288.44', '304.44', '296.79', '292.82']","['20140320', '20140927', '20151211', '20171201']"
308932,200 FR (SCY),F,"['125.26', '119.24', '121.28', '117.23', '125.26', '119.24', '121.28', '120.21', '120.59', '119.24', '121.28', '120.21', '120.59', '119.24', '121.28', '117.23']","['20141206', '20150320', '20161119', '20181117', '20141206', '20150320', '20161119', '20180121', '20140313', '20150320', '20161119', '20180121', '20140313', '20150320', '20161119', '20181117']"
308932,100 BK (SCY),F,"['60.58', '59.91', '60.82', '58.26', '60.58', '59.9', '60.82', '59.98', '60.58', '59.91', '60.82', '59.98', '59.31', '59.91', '60.82', '58.26', '60.58', '59.9', '60.82', '58.26', '59.31', '59.9', '60.82', '59.98', '59.31', '59.91', '60.82', '59.98', '59.31', '59.9', '60.82', '58.26']","['20140327', '20150314', '20161104', '20181117', '20140327', '20151120', '20161104', '20180121', '20140327', '20150314', '20161104', '20180121', '20141121', '20150314', '20161104', '20181117', '20140327', '20151120', '20161104', '20181117', '20141121', '20151120', '20161104', '20180121', '20141121', '20150314', '20161104', '20180121', '20141121', '20151120', '20161104', '20181117']"
308932,500 FR (SCY),F,"['320.42', '312.87', '323.87', '308.19', '320.42', '319.28', '323.87', '308.19', '315.44', '312.87', '323.87', '308.19', '315.44', '319.28', '323.87', '308.19']","['20140313', '20150313', '20161120', '20181116', '20140313', '20151106', '20161120', '20181116', '20141121', '20150313', '20161120', '20181116', '20141121', '20151106', '20161120', '20181116']"
308932,200 BK (SCY),F,"['135.36', '127.88', '131.71', '129.62', '128.74', '127.88', '131.71', '129.62', '128.74', '127.88', '131.71', '125.95', '135.36', '127.88', '131.71', '125.95']","['20141206', '20150315', '20161118', '20180630', '20140327', '20150315', '20161118', '20180630', '20140327', '20150315', '20161118', '20181118', '20141206', '20150315', '20161118', '20181118']"
308932,100 FR (SCY),F,"['56.28', '56.8', '56.84', '54.74']","['20140117', '20150110', '20161118', '20181118']"
310663,200 FR (SCY),F,"['125.92', '118.86', '122.48', '116.26', '125.92', '118.86', '122.45', '116.26', '125.92', '118.86', '122.45', '113.47', '125.92', '118.86', '122.48', '113.47']","['20131206', '20141213', '20151205', '20171117', '20131206', '20141213', '20150220', '20171117', '20131206', '20141213', '20150220', '20170204', '20131206', '20141213', '20151205', '20170204']"
310663,500 FR (SCY),F,"['328.66', '319.64', '318.34', '317.4', '335.54', '319.64', '318.34', '317.4']","['20140110', '20141212', '20150221', '20170218', '20130209', '20141212', '20150221', '20170218']"
311891,100 FL (SCY),F,"['63.02', '61.17', '60.94', '57.54', '63.02', '61.17', '60.94', '59.05', '63.02', '59.18', '60.94', '57.54', '63.02', '59.18', '59.28', '57.54', '63.02', '59.18', '60.94', '59.05', '63.02', '61.17', '59.28', '59.05', '63.02', '59.18', '59.28', '59.05', '63.02', '61.17', '59.28', '57.54']","['20140207', '20141205', '20151206', '20170303', '20140207', '20141205', '20151206', '20171117', '20140207', '20140515', '20151206', '20170303', '20140207', '20140515', '20150307', '20170303', '20140207', '20140515', '20151206', '20171117', '20140207', '20141205', '20150307', '20171117', '20140207', '20140515', '20150307', '20171117', '20140207', '20141205', '20150307', '20170303']"
311891,100 BK (SCY),F,"['63.88', '61.91', '61.42', '58.7', '63.88', '62.57', '61.42', '58.7', '63.88', '62.57', '60.08', '59.36', '63.88', '62.57', '61.42', '59.36', '63.88', '61.91', '61.42', '59.36', '63.88', '61.91', '60.08', '58.7', '63.88', '61.91', '60.08', '59.36', '63.88', '62.57', '60.08', '58.7']","['20140207', '20140404', '20150222', '20170304', '20140207', '20141004', '20150222', '20170304', '20140207', '20141004', '20151205', '20171117', '20140207', '20141004', '20150222', '20171117', '20140207', '20140404', '20150222', '20171117', '20140207', '20140404', '20151205', '20170304', '20140207', '20140404', '20151205', '20171117', '20140207', '20141004', '20151205', '20170304']"
311891,100 FR (SCY),F,"['57.17', '56.53', '57.36', '55.03', '57.43', '56.53', '57.36', '53.91', '57.43', '56.53', '57.36', '55.03', '57.17', '56.53', '57.36', '53.91']","['20130928', '20140920', '20151107', '20171118', '20130308', '20140920', '20151107', '20170303', '20130308', '20140920', '20151107', '20171118', '20130928', '20140920', '20151107', '20170303']"
311891,50 FR (LCM),F,"['29.74', '29.41', '29.71', '28.5']","['20130419', '20140717', '20150628', '20170805']"
312702,400 IM (SCY),M,"['263.5', '253.18', '257.35', '262.11']","['20130403', '20140326', '20150227', '20161029']"
312702,100 BR (SCY),M,"['61.76', '59.98', '59.27', '61.15']","['20130307', '20140326', '20150301', '20161118']"
312702,200 BR (SCY),M,"['130.14', '128.33', '125.5', '128.98']","['20130403', '20140326', '20150227', '20161119']"
312702,200 IM (SCY),M,"['127.27', '122.69', '121.18', '119.79']","['20130307', '20140326', '20150228', '20170216']"
315632,200 FR (LCM),M,"['126.34', '125.91', '120.69', '121.96', '126.34', '125.27', '124.54', '121.96', '126.34', '125.91', '124.54', '121.96', '126.34', '125.27', '120.69', '121.96']","['20140523', '20140806', '20160715', '20180713', '20140523', '20150523', '20150724', '20180713', '20140523', '20140806', '20150724', '20180713', '20140523', '20150523', '20160715', '20180713']"
315632,500 FR (SCY),M,"['298.87', '287.8', '288.44', '293.38']","['20140313', '20150221', '20160219', '20180224']"
315632,200 FR (SCY),M,"['112.46', '108.02', '107.22', '107.44']","['20140306', '20150130', '20160219', '20180223']"
315632,200 FL (SCY),M,"['126.65', '123.08', '120.07', '121.58']","['20140313', '20150321', '20151212', '20180224']"
315632,1000 FR (SCY),M,"['613.46', '605.88', '611.09', '614.31']","['20140313', '20150319', '20151203', '20180222']"
315632,100 FR (LCM),M,"['59.91', '58.14', '56.7', '56.3']","['20140523', '20150524', '20160619', '20170730']"
316418,50 FR (SCY),F,"['23.64', '23.44', '22.81', '23.75']","['20130314', '20131212', '20150220', '20170203']"
316418,100 BR (SCY),F,"['66.84', '68.63', '61.84', '64.52']","['20130314', '20131212', '20150206', '20170204']"
316418,100 FR (SCY),F,"['51.27', '51.3', '49.97', '51.84']","['20130314', '20140204', '20141214', '20170205']"
317886,200 FL (SCY),M,"['121.05', '115.47', '113.23', '119.39']","['20130315', '20140401', '20141207', '20170113']"
321388,200 FR (SCY),F,"['119.62', '117.46', '117.42', '115.94']","['20130228', '20140228', '20150226', '20161119']"
321388,500 FR (SCY),F,"['320.43', '312.71', '309.11', '301.22']","['20130228', '20140228', '20150311', '20170223']"
321388,1000 FR (SCY),F,"['658.5', '652.44', '633.87', '650.34']","['20130302', '20140301', '20150228', '20161112']"
324069,50 FR (SCY),M,"['22.97', '22.57', '22.15', '22.21']","['20121116', '20131212', '20141011', '20170114']"
324069,200 FR (SCY),M,"['105.76', '106.82', '106.76', '100.93']","['20130228', '20131212', '20141213', '20170224']"
