person_key,event_name,gender,time1,date_key1,time2,date_key2,time3,date_key3,time4,date_key4
58940,200 IM (SCY),F,135.81,20131213,133.45,20140215,130.69,20151206,125.69,20170322
58940,50 FR (SCY),F,26.3,20131213,25.17,20140326,25.06,20150228,24.84,20171201
58940,400 IM (SCY),F,281.73,20131213,282.65,20140117,272.17,20151204,276.43,20171202
58940,500 FR (SCY),F,318.68,20131109,309.35,20140228,319.66,20151205,318.39,20170113
58940,100 FR (SCY),F,56.19,20130301,54.43,20141205,53.59,20151206,53.46,20171203
58940,500 FR (SCY),F,319.39,20130215,309.35,20140228,319.66,20151205,318.39,20170113
58940,400 IM (LCM),F,325.9,20130724,319.99,20140710,323.64,20151204,318.49,20170714
58940,100 FR (SCY),F,56.19,20130301,54.43,20141205,53.59,20151206,53.27,20170325
58940,200 IM (SCY),F,135.81,20131213,133.45,20140215,129.77,20150325,129.75,20171201
58940,400 IM (SCY),F,281.73,20131213,275.69,20141205,272.17,20151204,270.43,20170324
58940,100 FR (SCY),F,54.93,20131213,54.43,20141205,53.59,20151206,53.46,20171203
58940,400 IM (SCY),F,285.84,20130301,282.65,20140117,272.17,20151204,270.43,20170324
58940,400 IM (SCY),F,285.84,20130301,275.69,20141205,272.17,20151204,270.43,20170324
58940,200 IM (LCM),F,153.51,20130730,150.97,20140729,153.23,20151206,146.25,20170805
58940,200 IM (LCM),F,153.51,20130730,150.97,20140729,149.13,20150719,146.25,20170805
58940,50 FR (SCY),F,26.07,20130301,25.17,20140326,25.06,20150228,24.84,20171201
58940,400 IM (SCY),F,285.84,20130301,275.69,20141205,272.17,20151204,276.43,20171202
58940,500 FR (SCY),F,319.39,20130215,309.35,20140228,304.35,20150326,318.39,20170113
58940,400 IM (SCY),F,281.73,20131213,275.69,20141205,272.17,20151204,276.43,20171202
58940,100 FR (LCM),F,63.24,20130730,61.75,20140801,63.52,20150612,60.56,20170802
58940,200 IM (SCY),F,137.05,20130301,133.45,20140215,129.77,20150325,129.75,20171201
58940,100 FR (SCY),F,54.93,20131213,54.95,20140228,53.59,20151206,53.46,20171203
58940,200 FR (SCY),F,121.63,20131109,115.97,20141205,115.98,20151204,117.17,20171111
58940,400 IM (SCY),F,281.73,20131213,275.69,20141205,274.51,20150227,276.43,20171202
58940,200 IM (SCY),F,137.05,20130301,131.89,20141207,129.77,20150325,129.75,20171201
58940,200 FR (SCY),F,117.56,20130301,115.97,20141205,115.98,20151204,117.17,20171111
58940,200 FR (SCY),F,117.56,20130301,115.97,20141205,117.05,20150327,117.17,20171111
58940,200 FR (SCY),F,121.63,20131109,120.35,20140117,115.98,20151204,114.1,20170324
58940,50 FR (SCY),F,26.07,20130301,25.49,20141108,25.06,20150228,24.84,20171201
58940,200 IM (SCY),F,135.81,20131213,131.89,20141207,130.69,20151206,125.69,20170322
58940,200 FR (SCY),F,121.63,20131109,120.35,20140117,115.98,20151204,117.17,20171111
59069,200 FR (SCY),F,122.68,20130201,123.29,20140131,123.24,20150201,117.94,20170215
59069,100 FR (SCY),F,55.02,20130201,55.11,20140131,54.76,20150131,53.86,20170216
59069,50 FR (SCY),F,25.13,20130201,25.28,20140131,24.92,20150201,24.33,20170214
60658,100 BR (SCY),F,71.17,20121020,72.13,20131108,71.29,20141108,70.39,20161105
60658,200 FL (SCY),F,134.07,20121026,135.64,20131025,135.4,20141108,125.25,20161104
60658,100 FR (SCY),F,55.97,20121026,55.53,20131025,56.09,20141108,53.59,20161028
60658,200 IM (SCY),F,136.09,20121026,136.19,20131025,135.25,20141101,130.69,20161104
60658,200 FR (SCY),F,120.38,20121026,120.09,20131025,120.92,20141109,118.09,20161119
60658,100 FL (SCY),F,61.08,20121026,61,20131019,60.08,20141101,56.87,20161104
60939,800 FR (LCM),F,559.88,20130724,548.1,20150328,544.28,20160611,554.12,20170709
60939,800 FR (LCM),F,559.88,20130724,537.37,20140722,544.28,20160611,563.73,20180602
